,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
4104,WmuoWetYC-4U2-V4taC6Wg,"""Yueh Tung Restaurant""",Downtown Core,"""126 Elizabeth Street""",Toronto,ON,M5G 1P5,43.6550882011,-79.3851792651,3.5,144,1,Chinese;Restaurants
4105,iPuY6dR5w5X_gOM_2mx-hA,"""Mayrik""",Mount Pleasant and Davisville,"""1580 Bayview Avenue""",Toronto,ON,M4G 3B7,43.7056762,-79.3754439,4.5,10,1,Canadian (New);Greek;Middle Eastern;Mediterranean;Restaurants
4107,vkohM83m5OdndWrKDjoxJg,"""Royaltea""",Chinatown,"""491A Dundas Street W""",Toronto,ON,M5T 1H1,43.6529213,-79.3974488,3.5,14,1,Bubble Tea;Food;Juice Bars & Smoothies;Tea Rooms
4108,DwG7_vYztZP-AMXEIvGgFA,"""Christine Cs Shortbread""",,"""1 Yonge St""",Toronto,ON,M5E,43.64272,-79.3741255,5.0,3,1,Food;Bakeries
4110,6BO1PcdtU6idqO0njUnCYA,"""The Underground""",,"""York Student Centre, 4700 Keele Street, Lower Level""",Toronto,ON,M3J 1P3,43.7740842365,-79.5023810863,2.5,26,1,Nightlife;Pubs;Bars;Restaurants;Burgers
4113,V6p6slLP11_yJjuFPGtEaw,"""Rocky Mountain Chocolate Factory""",Financial District,"""100 King Street""",Toronto,ON,M9N 1L3,43.648637,-79.382088,2.5,4,1,Specialty Food;Food;Chocolatiers & Shops
4115,LDxKcVT4u2SW_3ClCYmIaQ,"""Swiss Chalet Rotisserie & Grill""",,"""3140 Dufferin Avenue, Unit 102""",Toronto,ON,M6A 2T1,43.7166493444,-79.4563104015,2.5,14,1,American (Traditional);Chicken Shop;Restaurants;Comfort Food
4116,OZN43HzSTJVKBAKXmXxAjw,"""Bunny's""",Leslieville,"""912 Queen Street E""",Toronto,ON,M4M 1J5,43.6607361,-79.3423123,4.0,17,1,Canadian (New);Breakfast & Brunch;Restaurants;Cocktail Bars;Bars;Nightlife
4117,rDt7Bz9Mare4ZfmxQcBD0g,"""Fionn MacCool's Irish Pub""",Church-Wellesley Village,"""235 Bloor St East""",Toronto,ON,M4W 3Y3,43.6710833,-79.3807612,3.0,35,1,Pubs;Food;Bars;Gastropubs;Nightlife;Irish;Beer;Wine & Spirits;Restaurants
4124,kaW97gZXyGMdkedZNdQuew,"""Harbord House""",,"""150 Harbord Street""",Toronto,ON,M5S 1H2,43.6624538,-79.4054763,3.5,99,1,Nightlife;Restaurants;American (New);Canadian (New);Pubs;Bars
4126,eMG6CIt8WzZp8WIJ9LWsQg,"""Buna The Soul of Coffee""",Beaconsfield Village,"""1176 Queen Street W""",Toronto,ON,M6J 1J5,43.6429347,-79.4256269,4.0,9,1,Restaurants;Specialty Food;Food;Ethiopian;Coffee & Tea
4127,g2fU5POyJ01a3-REvTF-fg,"""The Herbal Clinic and Dispensary""",Roncesvalles,"""409 Roncesvalles Avenue""",Toronto,ON,M6R 2N1,43.6511287,-79.4507703,5.0,7,1,Food;Health Markets;Specialty Food
4129,qPkyjuQyKMrHkbs2pGg7PQ,"""Church St Garage""",Church-Wellesley Village,"""477 Church Street""",Toronto,ON,M4Y 2C6,43.6644627647,-79.3802943165,3.0,45,1,Bars;Nightlife;Restaurants;Food;Beer;Wine & Spirits;Canadian (New)
4130,f6eYVrrILm5mcPqWKoMiHg,"""Galleria Supermarket""",Downtown Core,"""558 Yonge Street""",Toronto,ON,M4Y 1Y9,43.66459,-79.3847599,4.5,12,1,Ethical Grocery;Convenience Stores;Restaurants;Food;Grocery;International Grocery;Food Court
4132,SNVl3ymqmOSy-x1-eZC-Gg,"""Subway""",Ryerson,"""78 Dundas Street E""",Toronto,ON,M5B 1C9,43.6564976,-79.3782647,3.5,3,1,Fast Food;Restaurants;Sandwiches
4136,FqviVFdQac_dVwVMrNtGBA,"""The Innis Cafe""",University of Toronto,"""2 Sussex Avenue""",Toronto,ON,M5S 1J5,43.6655699,-79.3996052,4.0,16,1,Restaurants;Cafes;Event Planning & Services;Caterers
4137,wPLDHMk_P6ZaVy223J7Vxg,"""Olliffe""",Leslieville,"""1378 Queen Street E""",Toronto,ON,M4L 1C9,43.664527,-79.3249943,4.0,6,1,Meat Shops;Food;Specialty Food;Butcher
4138,OlklbRrfBIlc6obPtZPF3w,"""CANO Restaurant""",,"""1108 Street Clair Avenue W""",Toronto,ON,M6E 1A7,43.6786856,-79.440601,4.0,11,1,Restaurants;Mediterranean;Pizza;Italian
4139,C3Q_yp1ylwXOvj8M-1-OLw,"""Shopsy's Sports Grill""",,"""4700 Keele Street, York Lanes, CRU2""",Toronto,ON,M3K 1P3,43.7740782041,-79.502330908,2.0,16,1,Burgers;Sandwiches;Delis;Restaurants
4145,Zm18B-Az9RYwfb1_zWPsbw,"""Cafe Plenty""",St. Lawrence,"""1 King Street W""",Toronto,ON,M5H 1A1,43.6489777564,-79.3779772148,3.0,12,1,Restaurants;Cafes
4146,rWSxR9jXz716Npg2TiRVcQ,"""Nikko Sushi""",,"""376 Eglinton Avenue W""",Toronto,ON,M5N 1A2,43.7044883,-79.4097077,3.0,9,1,Restaurants;Sushi Bars
4147,If8BMnK0BFY213rOtxs9Yg,"""Sea Witch Fish and Chips""",,"""636 Saint Clair Avenue W""",Toronto,ON,M6C 1A9,43.6822185,-79.4239619,4.0,86,1,Restaurants;Fish & Chips
4148,dKOrxsz6ygqa-AatwzpKyQ,"""Casa Deluz Banquet Hall""",Milliken,"""1571 Sandhurst Circle""",Toronto,ON,M1V 1V2,43.8092012621,-79.2681528255,2.5,56,1,Chinese;Restaurants
4150,D-8yidw7FLKKQpciKJSd2g,"""The Burgernator""",Kensington Market,"""269 Augusta Avenue""",Toronto,ON,M5T 1M5,43.6556342,-79.4024449,4.0,281,1,Burgers;Restaurants
4154,PTGIaXoL9vpjrjOyOpSLdQ,"""Chef's Plate""",Downtown Core,"""""",Toronto,ON,M4B,43.653226,-79.3831843,3.0,32,1,Do-It-Yourself Food;Food Delivery Services;Grocery;Food
4157,YfsaoWDTBKpR09Q90Kw_yA,"""Sugar Loaf""",Leslieville,"""1062 Gerrard Street E""",Toronto,ON,M4M 1Z8,43.6693069,-79.3358639,5.0,5,1,Breakfast & Brunch;Bakeries;Cafes;Food;Coffee & Tea;Restaurants
4158,4RggTW3skfGuUt0MOY_zHw,"""Ginger""",Church-Wellesley Village,"""695 Yonge Street""",Toronto,ON,M4Y 2B2,43.6691214,-79.3861799,3.5,179,1,Restaurants;Vietnamese
4164,xpxG0nNgzITjPaPwBieKtA,"""Starving Artist""",Mount Pleasant and Davisville,"""505 Mount Pleasant Road""",Toronto,ON,M4S,43.7015350897,-79.3872093555,3.0,19,1,Restaurants;Waffles
4165,m3v4844_YmhT6dDcbxAWoA,"""La Fromagerie""",Dufferin Grove,"""868 College St""",Toronto,ON,M6H 1A3,43.6542039,-79.4244001,4.0,6,1,Cheese Shops;Food;Specialty Food
4166,2Q89PhkcyT9uZnQORmqMKg,"""House of Gourmet""",Chinatown,"""484 Dundas St W""",Toronto,ON,M5T 1G9,43.6532248,-79.3972469,3.5,308,1,Restaurants;Chinese
4167,xtF1bKOn1pWpeWrzxfeKIA,"""Wellesley Convenience Store""",Church-Wellesley Village,"""74 Wellesley St E""",Toronto,ON,M4Y 1H2,43.6659574,-79.3805325,2.0,3,1,Food;Convenience Stores
4169,swWg9r4tx2kIzHlqzJwHiA,"""Bloor Meat Market""",Swansea,"""2283 Bloor Street W""",Toronto,ON,M6S 1P1,43.6503944,-79.4787152,4.5,21,1,Meat Shops;Specialty Food;Food
4170,zYXG5RsbxiOkZeJ7yAEj3Q,"""The Lansdowne Cone""",Bloordale Village,"""659 Lansdowne Avenue""",Toronto,ON,M6H 3Y2,43.6581,-79.442603,3.5,20,1,Food;Ice Cream & Frozen Yogurt
4171,Io1WmI1cUc8QaUVxSx1KuA,"""Perola Supermarket""",Kensington Market,"""247 Augusta Ave""",Toronto,ON,M5T 2L8,43.6549426,-79.40196,4.0,13,1,Latin American;Food;Restaurants;Grocery
4173,T4iG8nhlu3uVnRzRn6660w,"""The Dock Ellis""",Little Portugal,"""1280 Dundas Street W""",Toronto,ON,M6J 1X7,43.6494701,-79.4253287,4.0,41,1,Restaurants;Sandwiches;Bars;Sports Bars;Nightlife
4174,tq_hA-LBU_NJLmXq-yVw9A,"""Gate 403 Bar & Grill""",Roncesvalles,"""403 Roncesvalles Avenue""",Toronto,ON,M6R 2N1,43.650948,-79.4508539,3.5,36,1,Jazz & Blues;Arts & Entertainment;American (Traditional);Nightlife;Bars;Restaurants
4180,6P2OkNRbRfqfxTY-R70caw,"""Wholesale Venerica Meats""",The Junction,"""3348 Dundas Street W""",Toronto,ON,M6P 2A4,43.6657343,-79.4816349,4.5,3,1,Meat Shops;Food;Specialty Food
4181,bzMO8LJmJtgo3KuyWGKUxA,"""Homemade Ramen""",Chinatown,"""263 Spadina Avenue""",Toronto,ON,M5T 2E3,43.6523897,-79.3973911,4.0,148,1,Japanese;Noodles;Ramen;Restaurants;Chinese
4188,RWFC8Ht9gWcRc2vX57OPsA,"""Papa CEO King Slice""",Downtown Core,"""654 Spadina Avenue""",Toronto,ON,M5S 2H7,43.6632763,-79.4025875,3.0,50,1,Restaurants;Pizza
4189,qcOXimJzxK9S1L0OhCwzPg,"""Tim Hortons""",The Danforth,"""1195 Danforth Avenue""",Toronto,ON,M4J 1M7,43.681346,-79.3319114,2.5,3,1,Bagels;Coffee & Tea;Food;Restaurants;Sandwiches;Breakfast & Brunch
4190,eXS5YBwzRnFUbGlTvlx1rA,"""The Mad Bean""",,"""519 Eglinton Avenue W""",Toronto,ON,M5N 1B1,43.7034982,-79.4137528,4.5,42,1,Coffee & Tea;Food
4191,scDoMngWB0k37qgb7Ec-tQ,"""Gerrard Spaghetti & Pizza House""",The Danforth,"""1528 Danforth Avenue""",Toronto,ON,M4J 1N4,43.6833225,-79.3248004,3.0,20,1,Italian;Salad;Pizza;Event Planning & Services;Restaurants;Caterers
4196,9Z7JJvzB_5FG27QrTiws3Q,"""Kowloon Dim Sum Restaurant""",Downtown Core,"""5 Baldwin St""",Toronto,ON,M5T 1L1,43.6560226,-79.3924857,3.0,23,1,Chinese;Restaurants;Dim Sum
4197,q3Gmd1TwkivU6H1p0OqxCQ,"""Balzacs Coffee Roastery""",St. Lawrence,"""10 Market Street""",Toronto,ON,M5E,43.6483974,-79.3719597,4.0,41,1,Coffee Roasteries;Restaurants;Food;Cafes
4203,BedDWXrINOyEjP8NTXoQ-Q,"""Furama Dim Sum & Bakery""",Willowdale,"""4841 Yonge St""",Toronto,ON,M2N 5X2,43.762371,-79.410942,3.5,8,1,Fast Food;Restaurants
4204,5KHvSQ9D85ZfBiTXQig4bg,"""Tim Hortons""",Downtown Core,"""438 University Avenue""",Toronto,ON,M5G 2K8,43.6546642691,-79.3889611959,4.0,3,1,Cafes;Coffee & Tea;Food;Restaurants
4205,q2f9sfgxdZKPwRKjcd3LDw,"""Bocconcini Toronto""",Downtown Core,"""96 Gerrard Street E""",Toronto,ON,M5B 1G7,43.660284,-79.3774717,4.5,10,1,Pizza;Restaurants
4211,dJll6hGkOCFztZgFKBTUEA,"""Soulmutts""",,"""39 River Street""",Toronto,ON,M5A 3P1,43.6586336,-79.3568687,2.5,7,1,Dog Walkers;Professional Services;Pet Services;Pet Boarding;Pet Sitting;Home Services;Restaurants;Pizza;Pets
4214,u5XWrLv6uo3i_rhxH4wLDA,"""Eggsmart""",Scarborough,"""4410 Kingston Rd""",Toronto,ON,M1E 2N4,43.7677783229,-79.1905696035,3.0,5,1,Food;Restaurants;Burgers;Breakfast & Brunch;Coffee & Tea;Canadian (New)
4219,p2f4wSD_3Ua_j-uTsS6Zvw,"""Kefi""",Greektown,"""511 Danforth Avenue""",Toronto,ON,M4K 1P5,43.6779172,-79.348712,2.5,3,1,Restaurants;Bars;Nightlife;Greek;Lounges
4221,TegwLvzoVGn-59-pGkxJGA,"""Billy's Souvlaki Place""",Dufferin Grove,"""748 Dovercourt Road""",Toronto,ON,M6H 1K5,43.6609782,-79.4292969,3.0,28,1,Restaurants;Greek
4224,5By2_wEFEzCO1-34AdJxGg,"""Korea House""",Koreatown,"""666 Bloor Street W""",Toronto,ON,M6G 1L2,43.6641646,-79.4162283,3.0,32,1,Korean;Restaurants
4229,-2uYjztVuVZpkTNAC38zdg,"""Presotea""",Scarborough,"""Bridlewood Mall, 2900 Warden Avenue, Unit 161""",Toronto,ON,M1W 2S8,43.7990718211,-79.3190192431,3.5,9,1,Food;Coffee & Tea
4230,i--dxuKd_6Dx7mwgQ5nl-g,"""School Restaurant""",Liberty Village,"""70 Fraser Avenue""",Toronto,ON,M6K 3E1,43.6378933,-79.4243692,3.5,398,1,Bakeries;Restaurants;Canadian (New);Breakfast & Brunch;American (New);Food
4231,is6sW1nbJC9JYyKHFKEwnw,"""Freshii""",Downtown Core,"""Eaton Centre, 220 Yonge St, Unit H023""",Toronto,ON,M5B 2H1,43.6536106,-79.3800603,2.5,19,1,Vegetarian;Restaurants
4232,fRMLGUfKz5tl166C63lvoQ,"""Freddie's No Frills""",,"""243 Alberta Avenue""",Toronto,ON,M6C 3X4,43.6811055,-79.4338303,2.0,21,1,Grocery;Food
4234,_3fBaGFFg4cjOEiMOJ2cgg,"""Riz North""",,"""3321 Yonge St""",Toronto,ON,M4N 2L6,43.730841,-79.403504,2.5,72,1,Restaurants;Asian Fusion
4235,cFyXbPxTAwKRlIqe-XLMcw,"""STACK""",,"""3265 Yonge Street""",Toronto,ON,M4N 2L5,43.729286,-79.40309,4.0,225,1,Restaurants;Barbeque
4243,lF3hZ9Drs493MPtji2AqIA,"""Momofuku Nikai""",Financial District,"""190 University Avenue, 2nd Floor""",Toronto,ON,M5H 0A3,43.6493689,-79.3859219,4.0,19,1,Venues & Event Spaces;Food;Nightlife;Cocktail Bars;Beer;Wine & Spirits;Event Planning & Services;Desserts;Bars;Lounges
4245,iag4htR8F7FmE9zpz7_GMw,"""Levetto""",Dufferin Grove,"""940 College Street""",Toronto,ON,M6H 1A5,43.6536812,-79.4265904,4.0,56,1,Restaurants;Pizza;Italian;Salad
4248,YqAJzkF6NA_SbKx0TqJHvA,"""Gryfe's Bagel Bakery""",,"""3421 Bathurst Street""",Toronto,ON,M6A 2C1,43.7271208,-79.4315341,4.5,55,1,Bagels;Food
4250,1R1fDdhOAW3rSk-eQdp7Tg,"""Liberty""",The Beach,"""1716 Queen Street E""",Toronto,ON,M4L 1G7,43.6672849,-79.3123445,2.0,3,1,Tax Services;Financial Services;Accountants;Restaurants;Professional Services;Pizza
4252,02BXFKzu1rgaYulNGYvi6g,"""Matsuda Japanese Cuisine""",Scarborough,"""5651 Steeles Avenue E""",Toronto,ON,M1W 2B4,43.831795518,-79.2663108185,3.0,219,1,Restaurants;Japanese
4254,V65Ffj_EDwOn75WcknbUdg,"""Amaya Express""",,"""Yorkdale Shopping Mall""",Toronto,ON,M6A,43.725686467,-79.4504406158,2.0,37,1,Indian;Restaurants
4256,AycqWXrDVlbRfJE-kA5MMw,"""Savour Toronto""",Downtown Core,"""""",Toronto,ON,,43.653226,-79.3831843,5.0,7,1,Event Planning & Services;Hotels & Travel;Local Flavor;Food;Specialty Food;Party & Event Planning;Tours
4258,AOhJfJVuEPUh_in7WHDnzQ,"""Subway""",Yonge and St. Clair,"""1506 Yonge Street""",Toronto,ON,M4T 1Z6,43.689017,-79.3944903,1.5,3,1,Sandwiches;Restaurants;Fast Food
4259,UViXpdOEuVmiZApSHx06tg,"""Pita Way""",Parkdale,"""1214 King St W""",Toronto,ON,M6K 1G4,43.6389542,-79.4279631,3.0,4,1,Restaurants;Middle Eastern
4263,cTbGTBYFuedoyD00_jxXEg,"""21 Seven Market""",Dovercourt,"""1000 Bloor St W""",Toronto,ON,M6H,43.6611136,-79.4302795,2.0,3,1,Food;Convenience Stores
4264,39nPYUxkRn8SQY29C322UQ,"""Love Me Sweet""",Scarborough,"""300 Borough Drive, Suite 226""",Toronto,ON,M1P 4P5,43.7756724,-79.2581928,4.0,31,1,Bakeries;Patisserie/Cake Shop;Desserts;Food
4265,0H8PL4trSvZFYgPpvSOCjQ,"""Goodbye Gluten""",,"""2066 Avenue  Road""",Toronto,ON,M5M 4A4,43.7363298,-79.4204091,3.0,7,1,Gluten-Free;Restaurants;Specialty Food;Food
4266,5OHW43gqdoWOGWDmUmps6A,"""Maja Indian Cuisine""",,"""345 Bloor Street E""",Toronto,ON,M4W,43.6719457,-79.3786297,3.5,19,1,Indian;Restaurants
4271,gaJDeNh6xKIKJIT13abKTg,"""Pho Xua""",,"""1768 Street Clair Avenue W""",Toronto,ON,M6N 1J3,43.6740406,-79.4611122,3.0,28,1,Restaurants;Thai;Vietnamese
4275,oYWy-hOTCOF7h8DCAZ_Mxw,"""Cool Hand of a Girl""",The Junction,"""2804 Dundas Street W""",Toronto,ON,M6P 1Y5,43.665565,-79.462926,3.5,49,1,Restaurants;Breakfast & Brunch
4279,c6ZJNNcruSMntRbm_VtbRg,"""Bread & Roses Bakery Cafe""",Bloor-West Village,"""2232 Bloor Street W""",Toronto,ON,M6S 1N6,43.6512819,-79.4768455,3.5,39,1,Restaurants;Food;Bakeries;Breakfast & Brunch
4280,wHTPHng-wWg85AF_y8IDuQ,"""Feta & Olives""",Downtown Core,"""595 Bay Street""",Toronto,ON,M7A 2C7,43.6559041,-79.383606,3.0,5,1,Food Stands;Restaurants
4281,tzl4KHt6ZAwyUJIEyemrtQ,"""Smith Bros.""",Scarborough,"""880 Warden Avenue""",Toronto,ON,M1L 4W6,43.7288866354,-79.2882227898,4.0,234,1,Steakhouses;Bars;Nightlife;Restaurants
4282,q5xrVJ4kivx_yEfJeOKNYQ,"""Bar Isabel""",Bickford Park,"""797 College Street""",Toronto,ON,M6G 1C6,43.6546473,-79.4207891,4.0,343,1,Restaurants;Tapas Bars;Spanish
4290,o1zP8fUmWa_uU-JupFlA_Q,"""Hero Certified Burgers - Fairview Mall""",,"""1800 Sheppard Ave. E., Unit 2021A""",Toronto,ON,M2J 5A7,43.7778782,-79.3446538,3.0,12,1,Burgers;Restaurants
4291,TQThjWCkjU-qMZfYSk20kA,"""Harbour Fish and Chips""",,"""3034 Don Mills Road""",Toronto,ON,M2J 3C1,43.778294,-79.3485758,3.5,18,1,Fish & Chips;Restaurants
4297,iQ6ydwCOKHlz8BPpJpj2Zg,"""Yummi Café Laundromat""",,"""956 Saint Clair Avenue W""",Toronto,ON,M6E 1A1,43.6796762,-79.4361019,3.0,4,1,Cafes;Venues & Event Spaces;Local Services;Dry Cleaning & Laundry;Restaurants;Laundromat;Laundry Services;Event Planning & Services
4298,cB7FhpOwFCn380G6WGpJzw,"""Golden Thai Restaurant""",Corktown,"""105 Church Street""",Toronto,ON,M5C 2G3,43.6523454,-79.375276,3.5,182,1,Thai;Restaurants
4299,g7fYIdHRF4VZ58-aIMp5aQ,"""Starbucks""",Etobicoke,"""130 Westmore Drive""",Toronto,ON,M9V 5E2,43.734925515,-79.6014520024,3.0,5,1,Food;Coffee & Tea
4303,hR6C90yCRMujQqb4m4HVWA,"""Royal Beef""",The Danforth,"""1968 Danforth Avenue""",Toronto,ON,M4C 1J6,43.6854961,-79.3150352,4.5,20,1,Meat Shops;Specialty Food;Food
4304,-hhsPQU_oT2FZS8hGpVELQ,"""The Bagel House""",,"""2572 Yonge Street""",Toronto,ON,M4P 2J3,43.713947196,-79.4000464305,2.0,5,1,Restaurants;Breakfast & Brunch;Delis;Bagels;Food
4306,cHvjCa4Inun0ctWZNwQJkg,"""Hot Thai House""",Scarborough,"""2579 Victoria Park Avenue""",Toronto,ON,M1T 1A4,43.7743943,-79.3219899,3.0,4,1,Restaurants;Thai
4307,WFq0VNN0L5Nw4bcz6AJ57g,"""Starbucks""",Casa Loma,"""504 St. Clair Avenue W""",Toronto,ON,M5R 3E9,43.6832943221,-79.4185348114,3.0,7,1,Coffee & Tea;Food
4313,OBPiT9OyFDaTfaLRwfqlSg,"""Kitten and the Bear""",Parkdale,"""1574 Queen Street W""",Toronto,ON,M6R 1A6,43.6398454,-79.4404939,4.5,63,1,Coffee & Tea;Desserts;Tea Rooms;Specialty Food;Food
4315,dUN-x3fwRxLmfvn9IUOr6w,"""Sushi Bay""",East York,"""1028 Coxwell Avenue""",Toronto,ON,M4C 3G5,43.696805,-79.3291493,4.0,22,1,Sushi Bars;Restaurants;Japanese
4316,5iawpo9MaMaMcqtQxxbfqQ,"""Cherry Bomb Coffee""",Roncesvalles,"""79 Roncesvalles Ave""",Toronto,ON,M6R 2K6,43.641494,-79.44705,4.0,59,1,Bakeries;Food;Coffee & Tea
4322,vuM9J-wnlfvhuE3HUTSR6w,"""Jimmy's Coffee""",Downtown Core,"""166 McCaul Street""",Toronto,ON,M5T 1W4,43.6557260185,-79.3922613189,4.5,7,1,Coffee & Tea;Food;Cafes;Restaurants
4324,vnIdWzIB2W4j9cDcd6tHAQ,"""La Revolucion""",The Junction,"""2848 Dundas Street W""",Toronto,ON,M6P 1Y6,43.6655613,-79.4642444,3.5,49,1,Restaurants;Mexican
4325,AQJPI5rnkb7pBnBMWtSjvw,"""The Shore Club - Toronto""",Entertainment District,"""155 Wellington Street W""",Toronto,ON,M5V 3H1,43.6457882121,-79.3866276741,4.0,132,1,Restaurants;Seafood;Desserts;Food;Steakhouses
4327,OKK5OAWQaJ0Rz56pT5TcjA,"""Freshii""",Church-Wellesley Village,"""77 Wellesley Street E""",Toronto,ON,M4Y 1H5,43.6656967,-79.3809014,3.5,3,1,Restaurants;Vegetarian;Sandwiches
4329,afc3QwjxDI79Rglr5jYqMA,"""Eatalian Pasta""",Swansea,"""2323 Bloor Street W, Suite 103""",Toronto,ON,M8X 1E9,43.6500837,-79.480012,4.5,9,1,Caterers;Italian;Restaurants;Event Planning & Services
4340,ZZRfuFBTfnTx_XSB0tkIkw,"""Dupont Bbq Chicken""",The Junction,"""1546 Dupont Street""",Toronto,ON,M6P 3S6,43.6655841,-79.4526989,3.0,8,1,Restaurants;Barbeque;Chicken Wings
4341,8pGD3zt6HEL2xzaT3lqMFQ,"""Morso Me""",Niagara,"""850 King Street W""",Toronto,ON,M5V 1P1,43.6428929,-79.4084596,4.5,10,1,Steakhouses;Pizza;Sandwiches;Italian;Restaurants
4342,MVRXrdpJM1_wRvdIRcPmKQ,"""BerBer SOCIAL""",St. Lawrence,"""49 Front Street E""",Toronto,ON,M5E,43.6479773,-79.3742209,3.0,20,1,Nightlife;Bars;Dance Clubs;Middle Eastern;Restaurants;Lounges;Tapas/Small Plates
4345,5V6u8hbA5zByb5k8I68z2A,"""The SAJ Pizza & Wrap""",University of Toronto,"""199 College Street""",Toronto,ON,M5T 1P9,43.6588411,-79.3951903,3.5,15,1,Pizza;Restaurants;Halal
4347,FCMRBcvrwN01eT6WRaTC6A,"""The Craft Brasserie & Grille""",Liberty Village,"""107 Atlantic Avenue, Suite 100""",Toronto,ON,M6K 1Y2,43.6394076329,-79.4208196352,3.5,101,1,Food;Beer;Wine & Spirits;Bars;Pubs;Restaurants;Brasseries;Nightlife
4348,rw8R85103t__U2YsvrtXiQ,"""Lit Espresso Bar""",Mount Pleasant and Davisville,"""1517 Bayview Avenue""",Toronto,ON,M4G 3B5,43.7044949,-79.3744947,4.0,18,1,Bakeries;Food;Coffee & Tea;Juice Bars & Smoothies
4353,xPFoRtpa57_INuHZmn8-lg,"""The Bottom Line""",Downtown Core,"""22 Front Street W""",Toronto,ON,M5J 1C4,43.6465208,-79.3778797,2.5,32,1,Pubs;Steakhouses;Bars;Nightlife;American (Traditional);Restaurants
4355,2jfkLlCWymebnlveEPLUbg,"""Hero Certified Burgers - Spadina & Lonsdale""",,"""413 Spadina Rd.""",Toronto,ON,M5P 2W1,43.6885283463,-79.4125498689,3.5,4,1,Burgers;Restaurants
4359,2IKkooPTSW4YdrdptyBKbg,"""Lit Espresso Bar""",Roncesvalles,"""221 Roncesvalles Avenue""",Toronto,ON,M6R 2L6,43.645861924,-79.4486389,4.0,67,1,Coffee & Tea;Food
4362,R8ft_fn8y9ejKoYnQwdByg,"""Cafe 668""",Trinity Bellwoods,"""885 Dundas Street W""",Toronto,ON,M6J 1V9,43.6509844,-79.411692,3.0,46,1,Restaurants;Asian Fusion;Vegetarian;Vietnamese
4364,2tg7rpwAbrex81bMKOnOtQ,"""Loblaws""",,"""11 Redway Road""",Toronto,ON,M4H 1P6,43.699241,-79.3596619,2.5,7,1,Food;Grocery
4365,bht7vUAOOD7uY4_6YRnVAw,"""Pumpernickel's""",Discovery District,"""101 College St""",Toronto,ON,M5G 1L7,43.6597782,-79.3883154,3.0,12,1,Event Planning & Services;Delis;Caterers;Restaurants
4368,fZIrPIK0RBEN2OzwUhi71Q,"""FORTY2 Supperclub""",Liberty Village,"""42 Mowat Avenue""",Toronto,ON,M6K 3K4,43.6370107,-79.4253042,2.0,16,1,Canadian (New);Seafood;Restaurants
4369,b-wEkSnjS9VSSymJI7Z_5A,"""Big Sushi""",The Annex,"""388 Bloor St W""",Toronto,ON,M5S 1X4,43.6661591,-79.4069743,3.5,130,1,Restaurants;Sushi Bars
4370,t19vb_4ML2dg5HZ-MF3muA,"""KINTON RAMEN""",Queen Street West,"""402 Queen St W""",Toronto,ON,M5V 2A6,43.6486906,-79.397202,3.5,144,1,Japanese;Ramen;Restaurants
4371,MmwKWBBrR0NF05hGBxnWjA,"""Veda Healthy IndianTakeout""",University of Toronto,"""Sandford Fleming Building, 10 King's College Rd""",Toronto,ON,M5S,43.6600106,-79.3948345,3.0,15,1,Indian;Restaurants
4375,nAnpTnodDchSl9H0f6R2pw,"""Bhoj Indian Cuisine""",Yorkville,"""21 Davenport Road""",Toronto,ON,M5R 1H2,43.6727405,-79.3890449,4.0,35,1,Restaurants;Food Delivery Services;Indian;Food;Event Planning & Services;Caterers
4376,EJWbSb7IYXdJP6J-SL8yxg,"""Total Cleanse""",Dovercourt,"""1080 Dovercourt Road""",Toronto,ON,M6H 2X8,43.6695539,-79.4326859,4.0,7,1,Health Markets;Food;Juice Bars & Smoothies;Food Delivery Services;Specialty Food
4380,QNfh79NwsNnl-AngRhg2ww,"""Kingyo""",Cabbagetown,"""51B Winchester Street""",Toronto,ON,M4X 1R7,43.665909406,-79.368281702,4.0,251,1,Tapas/Small Plates;Restaurants;Japanese;Ramen
4388,MH3WJlnNHKWCpZ2q7YbuOw,"""The Pint House""",Downtown Core,"""678 Yonge Street""",Toronto,ON,M4Y 2A6,43.6673978,-79.3857345,3.0,28,1,Restaurants;Diners;Breakfast & Brunch;Bars;Nightlife;Sports Bars
4391,r92NyOAU6GFkGATN7HYD3Q,"""Do Rego Supermarket Portugues""",Bloordale Village,"""1162 Bloor Street West""",Toronto,ON,M6H 1N1,43.6595854,-79.4368533,4.5,3,1,Imported Food;Grocery;Ethnic Food;Food;Specialty Food
4393,293yjVaNSykoSBbzkWFIJw,"""LCBO""",,"""195 The Donway W""",Toronto,ON,M3C 0H6,43.7363499,-79.3462279,4.5,5,1,Food;Beer;Wine & Spirits
4394,xrA53WYhRCml2bMfpQ_Hig,"""La Palma""",Little Italy,"""849 Dundas Street W""",Toronto,ON,M6J 1V6,43.6514245,-79.4103509,3.5,49,1,Restaurants;Italian
4396,MVvKbsTX7ToXOht54iUjOQ,"""The Roncesvalles Polish Festival""",Roncesvalles,"""Roncesvalles Avenue""",Toronto,ON,M6R,43.6459297132,-79.4489936339,4.0,4,1,Food;Restaurants;Food Trucks;Polish;Arts & Entertainment;Festivals
